debate_name,debate_section,speaker,speech,speaking_time_seconds
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,"Mayor, thank you. Let me go to Vice President Biden with this. You want to respond to that? Put an end to it?",4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"Yes. Let’s get something straight. The reason the stop and frisk change is because Barack Obama sent moderators to see what was going on. When we sent them there to say, “This practice has to stop,” the mayor thought it was a terrible idea. We send them there, a terrible idea. Let’s get the facts straight. Let’s get the order straight. And it’s not whether he apologize or not, it’s the policy. The policy was abhorrent and it was, in fact, of violation of every right people have. We are the one, our administration sent in people to monitor it. And the very time the mayor argued against that. This idea that he figured out it was a bad idea. He figured out it was a bad idea after we sent in monitors and said it must stop. Even then he continued the policy.",51.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,"All right. Mayor, would you like to make a quick response to that?",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Yes, I would. I’ve sat. I’ve apologized. I’ve asked for forgiveness, but the bottom line is that we stopped too many people. We stopped too many people and we’ve got to make sure that we do something about criminal justice in this country. There is no great answer to a lot of these problems. If we took off everybody that was wrong off this panel, everybody that was wrong on criminal justice at some time in their careers, there’d be nobody else up here.",30.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,Senator Warren.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,Let’s be clear. I’m sorry. Who did you call on?,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,Senator Warren.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"I do think that this really is about leadership and accountability. When the mayor says that he apologized, listen very closely to the apology. The language he used is about stop and frisk. It’s about how it turned out. Now this isn’t about how it turned out. This is about what it was designed to do to begin with. It targeted communities of color, it targeted black and brown men from the beginning. And if you want to issue a real apology, then the apology has to start with the intent of the plan as it was put together and the willful ignorance day by day by day of admitting what was happening. Even as people protested in your own street, shutting out the sounds of people telling you how your own policy was breaking their lives. You need a different apology.",55.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,"Senator, thank you. Chuck?",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,Can I respond here?,3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Chuck Todd,"Senator Klobuchar, we’re going to stay on this topic, but I want to get something in here with Senator Klobuchar. When you were the top prosecutor in Minneapolis, Senator, there were at least two dozen instances where police were involved in the deaths of civilians. None of those officers were prosecuted. You did prosecute a black teenager who was sentenced to life in prison despite what are now serious doubts about the evidence. Now, the Minneapolis chapter of the NAACP has recently called for you to suspend your campaign over that case because some new evidence has come out since. Big picture. Why should black and Latino voters trust your judgment now if it appears you may have gotten it wrong then?",38.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"First, I’ll start with that case. It is very clear that any evidence, if there is new evidence, even old evidence, it should be reviewed by that office and by the County attorney. That must happen. I have called for that review. This was a case involving an 11-year-old African-American girl named Tyesha Edwards who was shot doing her homework at her kitchen table. Three people were convicted. One of the cases is the one that is being investigated … was investigated by a journalist. And I think it’s very important that that evidence come forward.",38.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"In terms of the police shootings that you noted, those went to a grand jury, every single one of them. And I made very clear, for months now, that like so many prosecutors, I think those cases, in my time, they were all going to the grand jury. It was thought that was the best way to handle them in many, many jurisdictions.",22.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Moderator,Do you think you should’ve spoke up? You didn’t speak up at the time. Should you?,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,I actually did speak up on something very similar and that was when our police chief in Minneapolis tried to take the investigations of police shootings into his own hands. I strongly said I disagreed with that. Now I do believe also that a prosecutor should make those decisions herself.,17.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"And the last thing I will say, because you asked the question about voting, I have the support of African-Americans in my community in every election. I had strong support and strong support of leadership. And that’s because I earned it. And this is going to be on me to earn it. You earn it with what you stand for when it comes to equal opportunity. You earn it with the work that I have done, the leadership I’ve shown on voting rights. And yes, you earn it with the work that must be done on criminal justice reform.",28.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Moderator,"Thank you, Senator. Hallie Jackson.",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"I wan to talk about transparency here. [inaudible 00:33:45] many Democrats, including most of you on stage, have criticized president Trump for his lack of transparency. But Senator Sanders, when you are here in Las Vegas in October, you are hospitalized with a heart attack. Afterwards, you pledged to make a quote, “All your medical records public.” You’ve released three letters from your doctors, but you now say you won’t release anything more. What happened to your promise of full transparency?",24.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"I think we did. Let me tell you what happened. First of all, you’re right and thank you Las Vegas for the excellent medical care I got in the hospital two days. And I think the one area, maybe that Mayor Bloomberg and I share, you have stents as well.",16.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,25 years ago.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"Well, we both have two stents. It’s a procedure that is done about a million times a year. So we released the full report of that heart attack. Second of all, we released the full, my whole 29 years in the Capitol, the attending physician, all of my history, medical history. And furthermore, we released reports from two leading Vermont cardiologist who described my situation. And by the way, who said, “Bernie Sanders is more than able to deal with the stress and the vigor of being president of the United States.” Hey, follow me around the campaign trail. Three, four, five events a day. See how you’re doing compared to me.",43.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Mayor Buttigieg, you’ve been critical about transparency on this stage and people needing to do better. Is that response from Senator Sanders enough for you?",7.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"No, it’s not because, first of all, let me say we are all delighted that you are in fighting shape.",4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,Thank you.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"And at the same time, transparency matters, especially living through the Trump era. Now under president Obama, the standard was that the president would release full medical records. Do a physical and release the readout. I think that’s the standard that we should hold ourselves to as well. Now, President Trump lowered that standard. He said just a letter from a doctor is enough, and a lot of folks on this stage are now saying that’s enough. But I am certainly prepared to get a physical, put out the results. I think everybody here should be willing to do the same. But I’m actually less concerned about the lack of transparency on Sander’s personal health than I am about the lack of transparency on how to pay for his healthcare plan.",42.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"Since he said that it’s impossible to even know how much it’s going to cost. And even after raising taxes on everybody making $29,000, there is still a multi-trillion dollar hole. Matter of fact, if you add up his policies altogether, they come to $50 trillion. He’s only explained $25 trillion worth of revenue, which means that the hole in there is bigger than the size of the entire economy of the United States.",25.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,Mayor Buttigieg-,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,The time has come to level with the American people on matters personal and on matters of policy.,5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Thank you. Senator Sanders, quickly.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"Let’s level. Let’s level, Pete. Under your plan, which is a maintenance continuation of the status quo-",7.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,That’s-,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"Can I finish? The average American today is paying $12,000 a year. That’s what that family is paying. 20% of a 60,000 income, $12,000 a year. Highest prices in the world for prescription drugs. Just the other day, a major study came out from Yale, epidemiologists in Lancet, one of the leading medical publications in the world. What they said, my friends, is Medicare for all will save $450 billion a year because we are eliminated the absurdity of thousands of separate plans that required hundreds of billions of dollars of administration. And by the way, ending the hundred billion a year in profiteering for the drug companies and the insurance companies.",45.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,This is really important. [crosstalk 00:37:29],1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Senator Sanders, thank you. Mayor Bloomberg, I want to go to you on this.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"Your plan, by the way [crosstalk 00:37:31] costs.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"That’s false. Look, if my plan is to status quo, why was it attacked by the insurance industry the moment it came out? And on issue after issue after issue, this is what Senator Sanders is saying. If you’re not with him, if you’re not all the way on his side, then you must be for the status quo. Well you know what? That is a picture that leaves most of the American people out.",20.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"I want to go to Mayor Bloomberg on this, the transparency issue.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Very briefly on transparency, Mayor Bloomberg, your campaign has said that you would eventually release your tax records-",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,Yes.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"… when it comes to transparency, but people are already voting now. Why should democratic voters have to wait?",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,It just takes us a long time. Unfortunately or fortunately-,3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,Can I comment on that?,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Fortunately, I make a lot of money and we do business all around the world and we are preparing it. The number of pages will probably be in the thousands of pages. I can’t go to Turbo Tax, but I put out my tax return every year for 12 years in city hall. We will put out this one. It says, tells everybody everything they need to know about every investments that I make and where the money goes. And the biggest item is all the money I give away, and we list that. Every single donation I make, and you can get that from our foundation anytime you want.",36.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"I’m just looking at my husband in the front row that has to like do our taxes all the time. We probably could go to Turbo Tax. And the point of this is I believe in transparency. I had a physical, by the way. It came out well. We might all be surprised if my blood pressure is lower than Mayor Pete’s. That might really shock everyone out there. And I think you should release your records from your physical.",23.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"Secondly, when it comes to tax returns, everyone up here has released their tax returns, Mayor. And it is a major issue because the president of the United States has been hiding behind his tax returns, even when courts order him to come forward with those tax returns. I don’t care how much money anyone has. I think it’s great you got a lot of money, but I think you’ve got to come forward with your tax returns.",25.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Senator Warren, I’m going to get to you in a second. Mayor Bloomberg, quick response to Senator Klobuchar.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"We’re releasing them. They’ll be out in a few weeks, and that’s just as fast as I can do it. Remember, I only entered into this race 10 weeks ago. All of my associates here have been at this for a couple of years.",13.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"That’s right, we have.",0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,And we did not [crosstalk 00:39:52],0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,Engaging with voters and humbling ourselves in backyards [crosstalk 00:39:53],1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Let me ask you about something else, Mr. Mayor because-",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,10 weeks ago [crosstalk 00:39:53] over time and get it done.,9.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Mayor Bloomberg, let me ask you about something else. Senator Warren.",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,Wish it were that simple.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,I’ll let you get in here. But Mayor Bloomberg-,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,It would save me a lot of money.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Let me ask you about something else. Several former employees have claimed that your company was a hostile workplace for women. When you were confronted about it, you admitted making sexually suggestive remarks saying quote, “That’s the way I grew up.” In a lawsuit in the 1990s, according to the Washington Post, one former female employee alleged that you said quote, “I would do you in a second.” Should Democrats expect better from their nominee?",24.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Let me say a couple things and if I can have my full minute and a quarter. Thank you. I have no tolerance for the kind of behavior that the Me Too Movement has exposed. And anybody that does anything wrong in our company, we investigate it. And if it’s appropriate, they’re gone that day. But let me tell you what I do in my company and my foundation and in city government when I was there. In my foundation, the person that runs, it’s a woman. 70% of the people there are women. In my company, lots and lots of women have big responsibilities. They get paid exactly the same as men. And in city hall, the person that’s the top person, my deputy mayor was a woman and 40% of our commissioners were women.",52.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"I am very proud of the fact that about two weeks ago we were awarded, we were voted the most … the best place to work, second best place in America. If that doesn’t say something about our employees and how happy they are, I don’t know what does.",19.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Senator Warren, you’ve been critical of Mayor Bloomberg on this issue.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"Yes, I have. I hope you’ve heard what his defense was, “I’ve been nice to some women.” That just doesn’t cut it. The mayor has to stand on his record. And what we need to know is exactly what’s lurking out there. He has gotten some number of women … dozens? Who knows … to sign nondisclosure agreements both for sexual harassment and for gender discrimination in the workplace. So Mr. Mayor, are you willing to release all of those women from those nondisclosure agreements so we can hear their side of the story?",44.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,We have a very few nondisclosure agreements.,4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,How many is that?,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,Let me finish.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,How many is that?,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,None of them accused me of doing anything other than maybe they didn’t like a joke I told. These would be agreements between two parties that wanted to keep it quiet and that’s up to them. They signed those agreements and we’ll live with it.,16.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,Come on.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"So wait. When you say a … I just want to be clear. Some is how many? And when you say they signed them and they wanted them, if they wish now to speak out and tell their side of the story about what it is they alleged, that’s now okay with you? You’re releasing them on television tonight?",22.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Senator, no.",0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,Is that right?,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Senator, the company and somebody else, in this … the man or a woman or could be more than that, they decided when they made an agreement that they wanted to keep it quiet for everybody’s interests.",16.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,No.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,Come on.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,They sign the agreements and that’s what we’re going to live.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,They could release them now.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"I’m sorry. No, the question is, are the women-",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,I heard your question.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"… bound by being muzzled by you? And you could release them from that immediately. Because understand, this is not just a question of the mayor’s character. This is also a question about electability. We are not going to be Donald Trump with a man who has who knows how many nondisclosure agreements and the drip, drip, drip of stories of women saying they have been harassed and discriminated against. That’s not what we do as Democrats.",30.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,… and discriminated against. That’s not what we do as Democrats.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,Mr. Vice President.,3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"Look, let’s get something straight here. It’s easy, all the mayor has to do is say you are released from the non-disclosed agreement, period. We talk about transparency here. This guy got himself in trouble and he couldn’t disclose what he did, he went to his company.",18.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"To be super clear that was about the list of clients, so nobody gets the wrong idea.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"No, no, I’m sorry.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"I know what you mean, no, you’re right.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"He went to the company and said, “I want to be released. I want to be able to do it.” Look, this is about transparency. From the very beginning, whether it’s your health record, whether it’s your taxes, whether you have cases against you, whether or not people have signed nondisclosure agreements. You think that women in fact were ready to say, “I don’t want anybody to know about what you did to me.” That’s not how it works. The way it works is they say, “Look, this is what you did to me.” And the mayor comes along and his attorney said, “I will give you this amount of money if you promise you’ll never say anything.” That’s how it works.",33.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Mayor Bloomberg, final word to you.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"I’ve said, we’re not going to end these agreements because they were made consensually and they have every right to expect that they will stay private.",11.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"If they want to release it, they should be able to release themselves. Say yes.",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"You know, we talk about electability and everybody up here wants to beat Trump. And we talked about stop and frisk and [inaudible 00:45:32] has established and the problems there, but maybe we should also ask how Mayor Bloomberg in 2004 supported George W. Bush for president. Put money into Republican candidates for the United States Senate, when some of us, Joe and I and others were fighting for Democrats to control the United States Senate.",26.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,[inaudible 00:45:51].,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,"Maybe we can talk about a billionaire saying that we should not raise the minimum wage or that we should cut social security, Medicare and Medicaid. If that’s a way to beat Donald Trump, wow, I would be very surprised.",14.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Hallie Jackson,"Thank you, Senator. Vanessa to you.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Michael Bloomberg,"Wait, wait.",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Senator Klobuchar, you’re running om your Washington experience. But last week in a Telemundo interview, you could not name the President of Mexico or discuss any of his policies. Last night you defended yourself saying, “This isn’t Jeopardy.” But my question to you is, shouldn’t our next president know more about one of our largest trading partners?",26.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"Of course. Of course. And I don’t think that that momentary forgetfulness actually reflects what I know about Mexico and how much I care about it. And I first want to say greetings to President Lopez Obrador. Secondly, what I meant the game of Jeopardy is that I think we could all come up with things. You know how many members are there in the Israeli Knesset? 120. Who is the president of Honduras?",37.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,Senator Klobuchar.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,Hernandez.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,Senator Klobuchar.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"When it comes to Mexico, I am the one person on this stage that came out first to say I was for the U.S. Mexican Canadian trade agreement. That is going to be one of the number one duties of a president is to implement that.",13.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Senator Klobuchar, my colleague specifically asked you if you could name the President of Mexico and your response was no.",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"Yes, that’s right. And I said that I made an error. I think having a president that maybe is humble and is able to admit that here and there, maybe wouldn’t be a bad thing.",11.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Mayor Buttigieg, your response [crosstalk 00:47:46].",5.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"Yeah, look, I wouldn’t liken this to trivia. I’m actually didn’t know how many members were in the Knesset. So you got me there.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"Well, there you go.",3.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,But you’re staking your candidacy on your Washington experience. You’re on the committee that oversees border security. You’re on the committee that does trade. You’re literally part of the committee that’s overseeing these things and we’re not able to speak to literally the first thing about the politics of the country to our south.,17.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"Are you trying to say that I’m dumb? Are you mocking me here, Pete?",4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,I’m saying you shouldn’t trivialize that knowledge.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"I said I made an error. People sometimes forget names. I am the one that has, number one, has the experience based on passing over 100 bills-",11.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Thank you, Senator.",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"If I could respond, this was a pretty big allegation.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Quickly, please.",1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"He’s basically saying that I don’t have the experience to be President of the United States. I have passed over 100 bills as the lead Democrat since being in the U.S. Senate. I am the one, not you, that has won statewide in congressional district after congressional district. And I will say when you tried in Indiana, Pete, to run, what happened to you? You lost by over 20 points to someone who later lost to my friend Joe Donnelly. So don’t tell me about experience. What unites us here is we want to win and I think we should put a proven winner in charge of the ticket.",38.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Your response, Mayor Buttigieg.",2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,"This is the race for president. If winning a race for Senate in Minnesota translated directly to becoming president, I would have grown up under the presidency of Walter Mondale. This is different. And the reason that I think we need to talk about Washington experience is that we should ask what that experience has led to. Experiences and certainly tenure is not always the same thing as judgment. If we’re going to talk about votes in the Senate in Washington, let’s talk [crosstalk 00:49:38].",24.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Lester Holt,"Hello, hello, hello. Thank you. [crosstalk 00:49:46] Senator Warren and Mayor Bloomberg, this question is for you. I want to talk about and maybe this is appropriate here.",19.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,"Can I just defend Senator Klobuchar for a minute? This is not right. I understand that she forgot a name. It happens. It happens to everybody on this stage. Look, you want to ask about whether or not you understand trade policy with Mexico, have at it, and if you get it wrong, man, you ought to be held accountable for that. You want to ask about the economy and you get it wrong, you ought to be held accountable. You want to ask about a thousand different issues and you get it wrong, you ought to be held accountable. But let’s just be clear, missing a name all by itself does not indicate that you do not understand what’s going on. And I just think this is unfair. [crosstalk 00:06:42].",46.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Vanessa Hauc,"Senator Warren, you’re right but Senator Klobuchar could not discuss Mexican policy either.",6.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Elizabeth Warren,Fair enough.,0.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,I’m the only one who knows this man and met with him.,4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,I do have to respond.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"Come on, man.",4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Amy Klobuchar,"[crosstalk 00:50:55] You have just invoked my name again and I ask you to look at the interview I did directly after the forum, which we went into great detail on Latin American policy. And I want to say one thing about Mayor Pete where we just disagree, he was asked on a debate stage about the Mexican cartels, which are bad, bad criminal organizations. He said that he would be open to classifying them as terrorist organizations. I actually don’t agree with that. That is a very valid debate to have. I don’t think that would be good for our security coordination with Mexico. And I think you got that wrong [crosstalk 00:51:35].",39.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,I’ve spent more time in Mexico than anybody. Can I get a chance to say something?,4.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Pete Buttigieg,Hold on.,1.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Bernie Sanders,Si.,2.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"Si, thank you. Look, I’m the only who spent extensive, hundreds of hours in Latin America. I’ve met with this president, I’ve met with the last president, the one before-",13.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Jon Ralston,"So, you all ready to play some Nevada trivia now? I’m only half joking here. Let’s talk about this issue because it’s up there and polls, voters are really concerned about it as you all know. What you might not know is that Las Vegas and Reno are the vibrant economic engines for the state of Nevada and are also two of the fastest warming cities in the country. In certain months of the year, the heat is already an emergency situation for residents and for tourists walking up and down the strip. So I’m going to start with you, Mr. Vice President, what specific policies would you implement that would keep Las Vegas and Reno livable but also not hurt those economies?",43.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"It is the existential threat that humanity faces, global warming. I went out to check and you have a facility where you have the one of the largest, largest solar panel arrays in the world. And when the fourth stage is completed, you’ll be able to take care of 60,000 homes for every single bit of their needs. And what I would do is number one, work on providing the $47 billion we have for tech and to making sure we find answers is to provide a way to transmit that wind and solar energy across the network of all the United States. Invest in battery technology.",39.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Joe Biden,"I would immediately restate all of the elimination of what Trump has eliminated in terms of EPA. I would secondly make sure that we had 500,000 new charging stations in every new highway we built in the United States of America or repaired. I would make sure that we, once again, made sure that we got the mileage standards back up, which would have saved over 12 billion barrels of oil had he not walked away from it. And I would invest in rail, in rail. Rail can take hundreds of thousands, millions of cars off the road if we have high speed rail.",36.0
"Democratic Debate Transcript: Las Vegas, Nevada Debate",Part 1,Jon Ralston,"Thank you Mr. Vice President. I want to get some of the rest of you in on this because y’all have plans. Mayor Bloomberg, let me read what you said about this issue. You said you want to intensify U.S. and international actions to stop the expansion of coal. How exactly are you going to do that?",17.0
